CI_Cat,CI_Subcat,Impact,Urgency,Category,No_of_Reassignments,Handle_Time_hrs,No_of_Related_Interactions,High_Priority
subapplication,Server Based Application,3,3,incident,1,57175.0,1,1
computer,Banking Device,3,3,incident,0,4454722222.0,1,1
subapplication,Web Based Application,4,4,incident,0,293888889.0,2,1
application,Desktop Application,4,4,incident,0,3900833333.0,1,1
application,Server Based Application,4,4,incident,0,2228055556.0,1,1
computer,Laptop,5,5,incident,2,893611111.0,1,1
application,Server Based Application,4,4,incident,0,4795833333.0,1,1
application,Server Based Application,5,5,request for information,1,1271666667.0,1,1
application,Web Based Application,4,4,incident,1,472.0,1,1
software,System Software,3,3,incident,0,185833333.0,1,1
application,Web Based Application,5,5,incident,0,6329722222.0,1,1
application,Server Based Application,5,5,incident,0,2.0,1,1
application,Desktop Application,5,5,incident,1,1059444444.0,1,1
storage,SAN,4,4,incident,0,4961388889.0,1,1
application,Web Based Application,5,5,request for information,1,2029833333.0,1,1
subapplication,Web Based Application,4,4,incident,1,31944444.0,1,1
application,Server Based Application,5,5,incident,0,171111111.0,1,1
application,Server Based Application,5,5,request for information,2,5604166667.0,1,1
application,Server Based Application,5,5,incident,1,4816666667.0,1,1
application,Server Based Application,5,5,request for information,1,28275.0,1,1
application,Server Based Application,5,5,request for information,1,3724361111.0,1,1
application,Web Based Application,4,4,incident,1,9422777778.0,1,1
application,Server Based Application,4,4,request for information,2,2308305556.0,1,1
subapplication,Web Based Application,4,4,incident,0,514722222.0,1,1
application,Server Based Application,5,5,request for information,0,4130833333.0,1,1
application,Server Based Application,4,4,request for information,0,6396388889.0,1,1
application,Web Based Application,5,5,incident,0,1823888889.0,1,1
subapplication,Web Based Application,4,4,incident,0,419444444.0,1,1
subapplication,Web Based Application,4,4,incident,0,1677222222.0,1,1
application,Server Based Application,5,5,incident,2,4575.0,1,1
storage,SAN,4,4,incident,0,3633611111.0,1,1
application,Server Based Application,5,5,request for information,0,165833333.0,1,1
subapplication,Web Based Application,4,4,incident,1,1651027778.0,1,1
application,Server Based Application,4,4,incident,0,1584444444.0,1,1
application,Server Based Application,5,5,request for information,4,4423055556.0,1,1
application,Server Based Application,4,4,incident,0,8225.0,1,1
application,Web Based Application,5,5,incident,0,588888889.0,1,1
application,Server Based Application,NS,3,incident,0,1265555556.0,1,1
application,Desktop Application,4,4,incident,2,1915444444.0,1,1
application,Server Based Application,3,3,incident,4,1112472222.0,2,1
application,Server Based Application,3,3,incident,1,0.0,1,1
storage,Controller,NS,3,incident,1,0.0,1,1
application,Server Based Application,5,5,request for information,2,8184722222.0,1,1
application,Server Based Application,4,4,incident,1,146944444.0,1,1
computer,Laptop,5,5,incident,0,2200722222.0,1,1
application,Client Based Application,4,4,incident,3,1198694444.0,1,1
application,Web Based Application,4,4,incident,0,779166667.0,1,1
application,Server Based Application,5,5,request for information,2,2472972222.0,1,1
application,Web Based Application,4,4,incident,0,4675.0,1,1
application,Web Based Application,4,4,incident,0,451944444.0,1,1
application,Web Based Application,5,5,incident,3,802775.0,1,1
subapplication,Web Based Application,4,4,incident,0,1328333333.0,1,1
application,Server Based Application,5,5,incident,0,2632777778.0,1,1
application,Web Based Application,4,4,incident,0,2777527778.0,1,1
application,SAP,5,5,request for information,0,9.0,1,1
computer,Laptop,5,5,incident,4,1037166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,213055556.0,1,1
subapplication,Web Based Application,4,4,incident,0,781388889.0,1,1
application,Server Based Application,4,4,incident,0,1073333333.0,1,1
application,Server Based Application,4,4,incident,0,2475.0,1,1
application,Web Based Application,5,5,request for information,1,1889027778.0,1,1
application,Server Based Application,4,4,incident,0,592222222.0,1,1
subapplication,Web Based Application,4,4,incident,0,64722222.0,1,1
application,Web Based Application,5,5,incident,0,1952666667.0,1,1
subapplication,Server Based Application,5,5,request for information,2,3292222222.0,1,1
application,Server Based Application,4,4,incident,1,3503388889.0,1,1
subapplication,Web Based Application,4,4,incident,0,438888889.0,1,1
computer,Laptop,5,5,incident,0,758025.0,1,1
application,Desktop Application,4,4,incident,0,1426805556.0,1,1
application,Server Based Application,4,4,incident,0,511388889.0,1,1
computer,Desktop,5,5,incident,0,2022666667.0,1,1
computer,Windows Server,3,3,incident,0,0.0,1,1
application,Server Based Application,4,4,incident,3,7056111111.0,1,1
subapplication,Web Based Application,5,5,incident,0,611666667.0,1,1
computer,Desktop,5,5,incident,1,3785055556.0,1,1
application,Web Based Application,5,5,request for information,0,165625.0,1,1
application,Server Based Application,4,4,incident,1,1073111111.0,1,1
application,Web Based Application,4,4,incident,0,2560555556.0,1,1
subapplication,Web Based Application,4,4,incident,0,205555556.0,1,1
application,Server Based Application,4,4,incident,0,111388889.0,1,1
application,Web Based Application,4,4,incident,0,575.0,1,1
application,Server Based Application,4,4,incident,0,12.0,1,1
application,Server Based Application,4,4,incident,0,51111111.0,1,1
application,Server Based Application,5,5,request for information,0,393333333.0,1,1
subapplication,Web Based Application,4,4,incident,0,1672777778.0,1,1
subapplication,Server Based Application,5,5,request for information,0,821388889.0,1,1
application,Server Based Application,4,4,incident,0,789722222.0,1,1
hardware,DataCenterEquipment,3,3,incident,1,0.0,1,1
storage,SAN,NS,3,incident,1,0.0,1,1
application,Server Based Application,5,5,request for information,2,3961944444.0,1,1
application,Server Based Application,4,4,incident,1,3565.0,1,1
subapplication,Server Based Application,4,4,request for information,1,650555556.0,1,1
application,Server Based Application,5,5,request for information,2,4024722222.0,1,1
application,Server Based Application,5,5,incident,0,5479166667.0,1,1
subapplication,Web Based Application,4,4,incident,2,6385.0,1,1
application,Server Based Application,4,4,incident,0,696111111.0,1,1
application,Server Based Application,3,3,incident,0,3387222222.0,1,1
displaydevice,Monitor,4,4,incident,0,1677805556.0,1,1
application,Web Based Application,4,4,incident,0,1303083333.0,2,1
application,Server Based Application,4,4,incident,0,1333611111.0,1,1
application,Web Based Application,5,5,incident,0,1119444444.0,1,1
application,Web Based Application,5,5,incident,6,4535861111.0,2,1
application,Web Based Application,5,5,incident,0,3806111111.0,1,1
application,Server Based Application,5,5,request for information,2,4427777778.0,1,1
application,Server Based Application,4,4,incident,0,3656944444.0,1,1
subapplication,Server Based Application,4,4,incident,0,435277778.0,1,1
application,Server Based Application,4,4,incident,1,1554638889.0,1,1
application,Web Based Application,4,4,incident,0,18.0,1,1
application,Server Based Application,4,4,incident,0,133333333.0,1,1
subapplication,Web Based Application,3,3,incident,0,12025.0,1,1
application,Server Based Application,NS,3,incident,0,271388889.0,1,1
subapplication,Web Based Application,4,4,incident,1,597.0,1,1
hardware,MigratieDummy,4,4,incident,1,43325.0,1,1
application,Server Based Application,4,4,incident,2,2363611111.0,1,1
application,Server Based Application,5,5,request for information,2,4000833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,2194166667.0,1,1
application,SAP,5,5,request for information,2,182375.0,1,1
application,Web Based Application,4,4,incident,0,396666667.0,1,1
application,Server Based Application,3,3,incident,1,525.0,1,1
application,Server Based Application,4,4,incident,1,0.0,1,1
application,Server Based Application,NS,3,incident,0,1577777778.0,1,1
software,Automation Software,4,4,incident,0,8078055556.0,1,1
storage,Controller,3,3,incident,0,1638611111.0,2,1
application,Server Based Application,5,5,request for information,0,183333333.0,1,1
subapplication,Web Based Application,4,4,incident,0,1078055556.0,1,1
application,Server Based Application,5,5,incident,2,2328888889.0,1,1
storage,Controller,3,3,incident,0,1108611111.0,1,1
subapplication,Web Based Application,4,4,incident,0,287222222.0,1,1
storage,Controller,NS,3,incident,0,1034166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,138611111.0,1,1
displaydevice,Monitor,4,4,incident,1,238333333.0,1,1
application,Server Based Application,4,4,incident,0,723055556.0,1,1
application,Server Based Application,4,4,incident,5,1771583333.0,1,1
application,Server Based Application,5,5,request for information,0,297777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,293333333.0,1,1
application,Server Based Application,4,4,incident,0,1134166667.0,1,1
application,Web Based Application,4,4,incident,0,11185.0,1,1
subapplication,Web Based Application,5,5,incident,0,2362222222.0,1,1
computer,Desktop,5,5,incident,0,1497027778.0,1,1
application,Web Based Application,4,4,incident,0,1701388889.0,1,1
subapplication,Server Based Application,5,5,incident,4,1798944444.0,1,1
subapplication,Server Based Application,5,5,request for information,0,14175.0,1,1
subapplication,Web Based Application,4,4,incident,0,1088055556.0,1,1
subapplication,Web Based Application,4,4,incident,0,1074444444.0,1,1
application,Web Based Application,5,5,incident,2,3791666667.0,1,1
application,Server Based Application,4,4,incident,0,1287222222.0,1,1
application,Desktop Application,4,4,incident,1,6088888889.0,1,1
computer,Unix Server,NS,3,incident,0,3574444444.0,1,1
application,Web Based Application,4,4,incident,0,1206611111.0,1,1
subapplication,Web Based Application,4,4,incident,0,1616388889.0,1,1
computer,Laptop,5,5,incident,0,32005.0,1,1
subapplication,Web Based Application,4,4,incident,0,526388889.0,1,1
application,Web Based Application,4,4,incident,0,2580555556.0,1,1
subapplication,Web Based Application,4,4,incident,0,1854166667.0,1,1
subapplication,Web Based Application,4,4,incident,2,1442388889.0,1,1
application,Server Based Application,3,3,incident,0,3458416667.0,1,1
subapplication,Web Based Application,4,4,incident,0,2750555556.0,1,1
subapplication,Web Based Application,4,4,incident,0,1474166667.0,1,1
computer,Laptop,5,5,incident,0,11875.0,1,1
application,Server Based Application,5,5,incident,0,3272277778.0,1,1
application,Web Based Application,4,5,incident,2,1996388889.0,1,1
application,Desktop Application,5,5,incident,0,20175.0,1,1
application,Web Based Application,4,4,incident,1,2587222222.0,1,1
hardware,MigratieDummy,5,5,request for information,0,1608333333.0,1,1
hardware,MigratieDummy,5,5,request for information,0,1750555556.0,1,1
application,Server Based Application,4,4,incident,0,1809083333.0,1,1
application,Server Based Application,5,5,request for information,2,4535916667.0,1,1
subapplication,Web Based Application,4,4,incident,0,3344166667.0,1,1
hardware,Encryption,4,4,request for information,1,3469444444.0,1,1
application,Web Based Application,5,5,incident,0,1757777778.0,1,1
subapplication,Web Based Application,3,3,incident,1,9801666667.0,2,1
displaydevice,Monitor,5,5,incident,0,23611111.0,1,1
application,Server Based Application,5,5,request for information,3,3738166667.0,1,1
application,Desktop Application,5,5,incident,2,3242833333.0,1,1
computer,Laptop,5,5,incident,2,1541666667.0,1,1
subapplication,Web Based Application,4,4,incident,0,324722222.0,1,1
application,Server Based Application,5,5,incident,1,4408916667.0,1,1
application,Server Based Application,4,4,incident,2,2819166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,7720833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,27.0,1,1
application,Server Based Application,3,3,incident,0,1977777778.0,1,1
application,Server Based Application,3,3,incident,1,1536944444.0,1,1
subapplication,Web Based Application,4,4,incident,0,530833333.0,1,1
subapplication,Web Based Application,3,3,incident,0,3185555556.0,1,1
application,Server Based Application,3,3,request for information,2,4650833333.0,1,1
computer,Laptop,3,3,incident,1,4141111111.0,1,1
application,Server Based Application,4,4,incident,0,7691666667.0,1,1
application,Server Based Application,4,4,incident,0,68333333.0,1,1
computer,Banking Device,5,5,request for information,0,6670277778.0,1,1
application,Server Based Application,3,3,incident,0,5418055556.0,1,1
subapplication,Web Based Application,4,4,incident,0,3603888889.0,1,1
application,Web Based Application,4,4,incident,0,347777778.0,1,1
subapplication,Web Based Application,4,4,incident,2,5295277778.0,1,1
networkcomponents,Router,2,2,incident,0,2259555556.0,1,0
application,Citrix,4,4,incident,0,6325833333.0,1,1
subapplication,Server Based Application,5,5,request for information,0,211.0,1,1
application,Web Based Application,4,4,incident,0,1354444444.0,1,1
subapplication,Web Based Application,4,4,incident,1,5919166667.0,1,1
application,Web Based Application,5,5,incident,1,5726111111.0,1,1
application,Server Based Application,4,4,incident,0,2349722222.0,1,1
hardware,DataCenterEquipment,3,3,incident,0,146111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,6916944444.0,1,1
subapplication,Web Based Application,4,4,incident,1,1354166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,2315833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,2179444444.0,1,1
application,Web Based Application,4,4,incident,1,5237222222.0,1,1
application,Web Based Application,5,5,incident,3,3657777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,2668888889.0,1,1
application,Server Based Application,4,4,incident,0,1683888889.0,1,1
subapplication,Web Based Application,4,4,incident,0,2579166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,2585833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,2505.0,1,1
application,Server Based Application,5,5,request for information,0,826666667.0,1,1
subapplication,Web Based Application,4,4,incident,0,924444444.0,1,1
software,System Software,3,3,incident,0,1091666667.0,1,1
computer,zOS Cluster,3,3,incident,0,6744444444.0,1,1
application,Web Based Application,4,4,incident,0,742222222.0,1,1
application,Server Based Application,4,4,incident,0,373888889.0,1,1
computer,Laptop,4,4,incident,3,2613361111.0,1,1
application,Server Based Application,3,3,incident,0,514722222.0,1,1
application,Server Based Application,4,4,incident,0,1110527778.0,1,1
subapplication,Web Based Application,4,4,incident,0,7517222222.0,1,1
application,Web Based Application,4,4,incident,0,1000555556.0,1,1
subapplication,Web Based Application,4,4,incident,0,1805.0,1,1
application,Server Based Application,NS,3,incident,0,1005555556.0,1,1
subapplication,Web Based Application,4,4,incident,0,2781111111.0,1,1
application,Server Based Application,5,5,request for information,3,8575277778.0,1,1
subapplication,Web Based Application,4,4,incident,0,1728611111.0,1,1
application,SAP,5,5,request for information,6,6318111111.0,2,1
application,Web Based Application,4,4,incident,2,1890277778.0,1,1
application,Web Based Application,4,4,incident,1,352777778.0,1,1
application,Server Based Application,4,4,incident,0,2265.0,1,1
application,Server Based Application,4,4,incident,0,2422777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,1826111111.0,1,1
subapplication,Web Based Application,4,4,incident,1,1713611111.0,1,1
subapplication,Web Based Application,4,4,incident,0,1107083333.0,1,1
application,Server Based Application,4,4,incident,4,8310833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,11825.0,1,1
application,Server Based Application,4,4,incident,0,699166667.0,1,1
application,Desktop Application,5,5,incident,0,5704444444.0,1,1
application,Server Based Application,4,4,incident,1,6190277778.0,1,1
subapplication,Web Based Application,4,4,incident,1,9675833333.0,1,1
subapplication,Web Based Application,4,4,incident,3,8304722222.0,1,1
application,Web Based Application,4,4,incident,0,4096666667.0,1,1
computer,Laptop,5,5,incident,0,9423055556.0,1,1
subapplication,Web Based Application,4,4,incident,0,3944722222.0,1,1
subapplication,Web Based Application,4,4,incident,0,3899444444.0,1,1
application,Desktop Application,5,5,incident,0,1667416667.0,1,1
application,Web Based Application,4,4,incident,0,7796388889.0,1,1
application,Web Based Application,4,4,incident,0,5935833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,9473333333.0,1,1
application,Server Based Application,4,4,incident,0,3351944444.0,1,1
application,Server Based Application,4,4,incident,0,3314722222.0,1,1
application,Web Based Application,5,5,incident,0,391944444.0,1,1
application,Desktop Application,NS,3,incident,1,1894527778.0,1,1
subapplication,Web Based Application,4,4,incident,0,6775.0,1,1
application,Server Based Application,5,5,request for information,5,7256027778.0,1,1
computer,Laptop,5,5,incident,0,31111111.0,1,1
application,Web Based Application,5,5,incident,0,4141388889.0,1,1
application,Server Based Application,4,4,incident,0,741944444.0,1,1
application,Web Based Application,4,4,incident,1,6004722222.0,1,1
subapplication,Web Based Application,4,4,incident,0,2102777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,3133611111.0,1,1
application,Server Based Application,3,3,incident,6,125725.0,1,1
subapplication,Web Based Application,4,4,incident,0,3132777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,3162222222.0,1,1
subapplication,Web Based Application,4,4,incident,0,1280916667.0,1,1
subapplication,Web Based Application,4,4,incident,0,9520833333.0,1,1
hardware,DataCenterEquipment,3,3,incident,3,103611111.0,1,1
subapplication,Web Based Application,4,4,incident,0,2809444444.0,1,1
application,Citrix,4,4,incident,0,2382222222.0,1,1
subapplication,Web Based Application,4,4,incident,0,2725.0,1,1
subapplication,Web Based Application,4,4,incident,0,2729722222.0,1,1
application,Server Based Application,4,4,request for information,0,8694722222.0,1,1
subapplication,Web Based Application,4,4,incident,0,1705.0,1,1
application,Server Based Application,4,4,incident,0,1860555556.0,1,1
application,Server Based Application,5,5,incident,4,533475.0,1,1
application,Desktop Application,5,5,incident,1,1355277778.0,1,1
application,Server Based Application,4,4,incident,1,3729166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,1639722222.0,1,1
application,Server Based Application,4,4,incident,0,4196666667.0,1,1
application,Desktop Application,3,3,incident,0,999166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,793333333.0,1,1
application,Desktop Application,5,5,incident,4,4217111111.0,2,1
application,Server Based Application,5,5,request for information,0,7125.0,1,1
computer,Desktop,5,5,incident,0,1476333333.0,1,1
application,Server Based Application,5,5,request for information,0,611666667.0,1,1
application,Server Based Application,4,4,incident,0,1310277778.0,1,1
subapplication,Web Based Application,4,4,incident,0,3924166667.0,1,1
application,Server Based Application,4,4,incident,1,1581111111.0,1,1
application,Web Based Application,4,4,incident,0,275555556.0,1,1
subapplication,Server Based Application,5,5,request for information,2,15575.0,1,1
application,Server Based Application,4,4,incident,0,8833888889.0,1,1
application,Web Based Application,5,5,incident,6,1580388889.0,1,1
application,Server Based Application,4,4,incident,1,2518444444.0,1,1
application,Web Based Application,NS,3,incident,0,2014444444.0,1,1
application,Web Based Application,5,5,incident,0,1590555556.0,1,1
subapplication,Web Based Application,4,4,incident,1,5237777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,2343888889.0,1,1
subapplication,Web Based Application,5,5,request for information,0,19166667.0,1,1
subapplication,Web Based Application,4,4,incident,4,1894583333.0,2,1
application,Web Based Application,3,3,incident,1,1443611111.0,1,1
application,Web Based Application,4,4,incident,0,41925.0,1,1
application,Web Based Application,4,4,incident,0,1785555556.0,1,1
application,Server Based Application,5,5,request for information,0,902777778.0,1,1
application,Server Based Application,5,5,request for information,0,889722222.0,1,1
subapplication,Web Based Application,4,4,incident,0,1853333333.0,1,1
computer,Banking Device,2,2,incident,0,4519166667.0,1,0
application,Server Based Application,4,4,incident,1,49444444.0,1,1
application,Web Based Application,5,5,incident,0,1641055556.0,1,1
application,Server Based Application,4,4,incident,2,95675.0,1,1
networkcomponents,Router,2,2,incident,0,218055556.0,1,0
application,Web Based Application,4,4,incident,0,1176666667.0,1,1
subapplication,Web Based Application,5,5,incident,0,1723055556.0,1,1
application,Server Based Application,3,3,incident,1,1237222222.0,1,1
application,Web Based Application,4,4,incident,0,219166667.0,1,1
computer,Laptop,5,5,incident,0,69444444.0,1,1
application,Server Based Application,4,4,incident,2,1533694444.0,1,1
application,SAP,5,5,request for information,6,6051666667.0,2,1
application,Web Based Application,4,4,incident,1,4416666667.0,1,1
application,SAP,5,5,request for information,4,1637388889.0,1,1
application,Desktop Application,5,5,incident,0,1581388889.0,1,1
application,Server Based Application,4,4,incident,0,668888889.0,1,1
application,Web Based Application,4,4,incident,0,485833333.0,1,1
application,Web Based Application,4,4,incident,0,438333333.0,1,1
subapplication,Server Based Application,4,4,incident,1,7811388889.0,1,1
computer,Desktop,5,5,incident,0,5591666667.0,1,1
subapplication,Web Based Application,4,4,incident,0,6588888889.0,1,1
subapplication,Web Based Application,4,4,incident,0,4801388889.0,1,1
application,Web Based Application,5,5,incident,1,4850277778.0,1,1
subapplication,Web Based Application,5,5,incident,0,3406388889.0,1,1
application,Server Based Application,4,4,incident,0,2764444444.0,1,1
application,Server Based Application,4,4,incident,0,6066944444.0,1,1
application,Server Based Application,4,4,incident,4,2102472222.0,1,1
application,Web Based Application,4,4,incident,0,473611111.0,1,1
subapplication,Web Based Application,4,4,incident,0,1375.0,1,1
application,Desktop Application,5,5,incident,0,5307222222.0,1,1
computer,Laptop,4,4,incident,1,4238916667.0,1,1
application,Server Based Application,4,4,incident,0,5441111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,2931944444.0,1,1
application,Web Based Application,4,4,incident,0,161.0,1,1
application,Server Based Application,5,5,incident,0,4379166667.0,1,1
application,Server Based Application,4,4,incident,0,1645277778.0,1,1
application,Server Based Application,4,4,incident,0,3079166667.0,1,1
subapplication,Server Based Application,4,4,incident,0,1006944444.0,1,1
database,Database,3,3,incident,0,4175.0,1,1
subapplication,Web Based Application,4,4,incident,0,5149722222.0,1,1
displaydevice,Monitor,4,4,incident,0,3351111111.0,1,1
application,Server Based Application,4,4,incident,0,2791944444.0,1,1
application,Server Based Application,4,4,incident,0,4127222222.0,1,1
computer,Laptop,5,5,incident,0,7138055556.0,1,1
application,Server Based Application,4,4,incident,0,4146388889.0,1,1
application,Server Based Application,5,5,request for information,0,1119722222.0,1,1
application,Citrix,4,4,incident,0,1213611111.0,1,1
application,SAP,5,5,request for information,6,1822111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,3449166667.0,1,1
storage,SAN,4,4,incident,0,2867722222.0,3,1
storage,SAN,4,4,incident,0,3984666667.0,1,1
application,Server Based Application,4,4,incident,0,3576388889.0,1,1
application,Server Based Application,4,4,incident,0,9118888889.0,1,1
computer,Laptop,5,5,incident,0,317222222.0,1,1
application,Web Based Application,5,5,incident,0,5026083333.0,1,1
subapplication,Web Based Application,4,4,incident,0,8892777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,1228777778.0,1,1
application,Desktop Application,4,4,incident,1,3585.0,1,1
application,Web Based Application,4,4,incident,1,1210527778.0,1,1
application,Server Based Application,4,4,incident,0,3196388889.0,1,1
application,Server Based Application,4,4,incident,0,2596388889.0,1,1
application,Server Based Application,4,4,incident,2,9227777778.0,1,1
application,Desktop Application,4,4,incident,1,5241388889.0,1,1
application,Web Based Application,4,4,incident,0,785.0,1,1
application,Server Based Application,3,3,incident,0,1096666667.0,1,1
application,Desktop Application,5,5,incident,1,3223444444.0,1,1
hardware,MigratieDummy,NS,3,incident,1,2005833333.0,1,1
application,Web Based Application,5,5,incident,0,1040833333.0,1,1
application,Web Based Application,5,5,request for information,0,7035555556.0,1,1
computer,X86 Server,3,3,incident,3,2361944444.0,1,1
application,Web Based Application,5,5,incident,0,971111111.0,1,1
application,Web Based Application,5,5,incident,0,981111111.0,1,1
application,Server Based Application,4,4,incident,0,1974444444.0,1,1
application,Citrix,4,4,incident,1,8609444444.0,1,1
application,Server Based Application,NS,3,incident,0,361111111.0,1,1
computer,Desktop,4,4,incident,0,6372222222.0,2,1
application,Server Based Application,3,3,incident,2,5645277778.0,1,1
subapplication,Web Based Application,4,4,incident,0,1196388889.0,2,1
subapplication,Web Based Application,4,4,incident,0,1511388889.0,1,1
displaydevice,Monitor,5,4,request for information,0,8621944444.0,1,1
application,Web Based Application,5,5,request for information,0,6117777778.0,1,1
application,Server Based Application,4,4,incident,0,3891388889.0,1,1
application,Server Based Application,4,4,incident,0,3800555556.0,1,1
application,Web Based Application,4,4,incident,0,1428611111.0,1,1
subapplication,Web Based Application,4,4,incident,0,3445277778.0,1,1
application,Web Based Application,4,4,incident,1,1892222222.0,1,1
application,Server Based Application,4,4,incident,1,47775.0,1,1
application,Server Based Application,4,4,incident,6,2427583333.0,1,1
application,Web Based Application,4,4,incident,1,9140555556.0,1,1
application,Server Based Application,4,4,incident,0,1177.0,1,1
subapplication,Web Based Application,4,4,incident,0,461666667.0,1,1
application,Web Based Application,4,4,incident,0,7268055556.0,1,1
storage,SAN,4,4,incident,0,2443583333.0,1,1
application,Server Based Application,4,4,incident,0,34925.0,1,1
application,Server Based Application,4,4,incident,0,745277778.0,1,1
application,Server Based Application,5,5,request for information,1,2309138889.0,1,1
application,Web Based Application,2,2,incident,0,1058055556.0,1,0
application,Web Based Application,2,2,incident,0,98.0,2,0
computer,Desktop,5,5,incident,2,2688305556.0,1,1
computer,Banking Device,3,3,incident,0,3718333333.0,1,1
application,Server Based Application,5,5,request for information,3,2256138889.0,1,1
computer,Laptop,5,5,incident,3,1550333333.0,1,1
subapplication,Web Based Application,4,4,incident,0,923333333.0,1,1
subapplication,Web Based Application,4,4,incident,0,5140277778.0,1,1
database,Database,3,3,incident,0,3475833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,495.0,1,1
computer,Banking Device,4,4,incident,0,1418222222.0,1,1
application,Server Based Application,4,4,incident,0,4594444444.0,1,1
computer,Banking Device,3,3,incident,0,6183888889.0,1,1
application,Desktop Application,4,4,incident,2,2460722222.0,1,1
application,Server Based Application,3,3,incident,0,74722222.0,1,1
application,Client Based Application,4,4,incident,1,1411722222.0,1,1
application,Server Based Application,4,4,incident,0,3014722222.0,1,1
subapplication,Web Based Application,4,4,incident,2,1426944444.0,1,1
application,Server Based Application,3,3,incident,0,593611111.0,1,1
software,System Software,5,5,incident,1,34995.0,1,1
application,Web Based Application,4,4,incident,1,1120083333.0,1,1
application,Server Based Application,5,5,request for information,2,5295333333.0,1,1
application,Server Based Application,3,3,incident,1,726388889.0,1,1
computer,Laptop,5,5,incident,0,3972722222.0,1,1
storage,SAN,5,5,incident,0,33333333.0,1,1
subapplication,Web Based Application,4,4,incident,0,3748611111.0,1,1
database,Database,3,3,incident,0,2559722222.0,1,1
application,Server Based Application,NS,3,incident,0,5482777778.0,1,1
subapplication,Server Based Application,5,5,request for information,0,660277778.0,1,1
application,Web Based Application,4,4,incident,2,1312055556.0,1,1
subapplication,Web Based Application,4,4,incident,0,47.0,1,1
subapplication,Web Based Application,4,4,incident,2,1179694444.0,1,1
application,SAP,5,5,request for information,2,107125.0,1,1
application,Server Based Application,4,4,incident,0,3000277778.0,1,1
application,Server Based Application,4,4,incident,2,5646388889.0,1,1
application,Web Based Application,3,3,incident,2,1566944444.0,1,1
application,Web Based Application,5,5,request for information,0,5083611111.0,1,1
subapplication,Web Based Application,4,4,incident,0,24.0,1,1
application,Web Based Application,5,5,request for information,0,4944722222.0,1,1
application,Web Based Application,3,3,incident,1,2997222222.0,1,1
application,Desktop Application,4,4,incident,0,3683055556.0,1,1
application,Server Based Application,NS,3,incident,0,527222222.0,1,1
application,Web Based Application,4,4,incident,0,2216388889.0,1,1
application,Server Based Application,4,4,incident,10,2137611111.0,1,1
application,Server Based Application,4,4,incident,0,616666667.0,1,1
subapplication,Web Based Application,4,4,incident,0,3091666667.0,1,1
application,Web Based Application,5,5,incident,0,1788611111.0,1,1
application,Web Based Application,3,3,incident,2,4088888889.0,1,1
application,Web Based Application,5,5,incident,0,7785.0,2,1
subapplication,Web Based Application,4,4,incident,0,3975.0,1,1
application,Server Based Application,5,5,request for information,2,1213611111.0,1,1
application,Desktop Application,3,3,incident,0,122125.0,1,1
application,Web Based Application,5,5,incident,1,9473055556.0,1,1
application,Server Based Application,5,5,request for information,0,1571222222.0,1,1
application,Server Based Application,3,3,incident,1,1844166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,320277778.0,1,1
application,Web Based Application,4,4,incident,0,1156944444.0,1,1
subapplication,Web Based Application,4,4,incident,0,1033055556.0,1,1
application,Desktop Application,5,5,incident,0,4461666667.0,1,1
subapplication,Web Based Application,4,4,incident,0,741944444.0,1,1
application,Server Based Application,4,4,incident,0,1108055556.0,1,1
subapplication,Web Based Application,4,4,incident,0,434722222.0,1,1
application,Web Based Application,4,4,incident,0,89444444.0,1,1
application,Server Based Application,4,4,incident,1,3311805556.0,1,1
application,Server Based Application,4,4,incident,0,2601388889.0,1,1
subapplication,Web Based Application,4,4,incident,0,2665833333.0,1,1
application,Web Based Application,4,4,incident,0,2533888889.0,1,1
application,Server Based Application,5,5,request for information,0,4.0,1,1
application,Web Based Application,4,4,incident,1,1686666667.0,1,1
application,Server Based Application,3,3,incident,0,43888889.0,1,1
application,Server Based Application,4,4,incident,0,2489305556.0,1,1
subapplication,Web Based Application,4,4,incident,0,2091666667.0,1,1
